Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
525: customers with PV,1674,3418,6089,9717,13638,16495,18042,19072,19772,20348,20829,21242,21621,21970,22296,22601,22886,23155,23411,23657,23894,24123,24343,24556,24763,24963,25159,25350,25537,25720,25900,26074,26235,26388,26532,26668
526: customers with PV,1674,8504,14318,17501,18966,19816,20448,20967,21405,21805,22174,22515,22831,23122,23395,23652,23897,24131,24355,24570,24778,24978,25173,25361,25545,25724,25899,26071,26241,26408,26573,26729,26874,27010,27139,27261
527: customers with PV,1674,3418,6089,9717,13638,16495,18042,19072,19772,20348,20829,21242,21621,21944,22200,22393,22538,22650,22736,22794,22827,22844,22848,22841,22822,22792,22750,22698,22637,22565,22481,22384,22277,22162,22039,21909
528: customers with PV,1674,8504,14318,17501,18966,19816,20448,20967,21405,21805,22174,22515,22829,23084,23275,23408,23499,23564,23608,23625,23619,23601,23572,23533,23485,23427,23359,23282,23197,23102,22997,22880,22755,22622,22484,22338
529: customers with PV,1674,2087,2719,3648,4879,6345,7923,9575,11220,12785,14184,15413,16408,17200,17847,18415,18924,19381,19796,20174,20522,20840,21133,21409,21678,21941,22197,22449,22695,22936,23174,23407,23637,23864,24087,24310
530: customers with PV,1674,3186,4903,6836,8787,10645,12373,13919,15274,16360,17207,17890,18485,19005,19466,19877,20246,20580,20882,21166,21442,21711,21973,22228,22476,22718,22954,23185,23411,23633,23853,24073,24293,24513,24732,24952
531: customers with PV,1674,2087,2719,3648,4879,6345,7923,9575,11220,12785,14184,15413,16408,17200,17847,18415,18924,19381,19796,20174,20522,20840,21133,21409,21678,21941,22197,22449,22695,22936,23174,23407,23637,23864,24087,24310
532: customers with PV,1674,3186,4903,6836,8787,10645,12373,13919,15274,16360,17207,17890,18485,19005,19466,19877,20246,20580,20882,21166,21442,21711,21973,22228,22476,22718,22954,23185,23411,23633,23853,24073,24293,24513,24732,24952
533: customers with PV,1674,3444,6177,9949,13965,16741,18268,19247,19923,20486,20957,21367,21748,22101,22429,22736,23024,23296,23557,23807,24048,24281,24505,24722,24933,25138,25337,25532,25723,25911,26096,26278,26458,26636,26813,26988
534: customers with PV,1674,8527,14389,17555,19008,19851,20485,21006,21446,21852,22225,22570,22890,23185,23462,23724,23973,24211,24439,24658,24870,25075,25273,25465,25653,25836,26015,26192,26365,26537,26706,26874,27041,27207,27372,27537
535: customers with PV,1674,3444,6177,9949,13965,16741,18268,19247,19923,20486,20957,21367,21748,22101,22429,22736,23024,23296,23557,23807,24048,24281,24505,24722,24933,25138,25337,25532,25723,25911,26096,26278,26458,26636,26813,26988
536: customers with PV,1674,8527,14389,17555,19008,19851,20485,21006,21446,21852,22225,22570,22890,23185,23462,23724,23973,24211,24439,24658,24870,25075,25273,25465,25653,25836,26015,26192,26365,26537,26706,26874,27041,27207,27372,27537
537: customers with PV,1674,2087,2719,3648,4879,6345,7923,9575,11220,12785,14184,15413,16408,17200,17847,18415,18924,19381,19796,20174,20522,20840,21133,21409,21678,21941,22197,22449,22695,22936,23175,23412,23647,23879,24109,24340
538: customers with PV,1674,3186,4903,6836,8787,10645,12373,13919,15274,16360,17207,17890,18485,19005,19466,19877,20246,20580,20883,21169,21450,21726,21995,22257,22513,22763,23007,23246,23479,23710,23941,24171,24402,24634,24865,25096
539: customers with PV,1674,2087,2719,3648,4879,6345,7923,9575,11220,12785,14184,15413,16408,17200,17847,18415,18924,19381,19796,20174,20522,20840,21133,21409,21678,21941,22197,22449,22695,22936,23175,23412,23647,23879,24109,24340
540: customers with PV,1674,3186,4903,6836,8787,10645,12373,13919,15274,16360,17207,17890,18485,19005,19466,19877,20246,20580,20883,21169,21450,21726,21995,22257,22513,22763,23007,23246,23479,23710,23941,24171,24402,24634,24865,25096
541: customers with PV,1674,3444,6177,9949,13965,16741,18268,19247,19923,20486,20957,21367,21748,22101,22429,22736,23024,23296,23557,23807,24048,24281,24505,24722,24933,25138,25337,25532,25724,25912,26097,26280,26461,26640,26818,26994
542: customers with PV,1674,8527,14389,17555,19008,19851,20485,21006,21446,21852,22225,22570,22890,23185,23462,23724,23973,24212,24440,24660,24873,25079,25278,25472,25660,25844,26025,26202,26376,26548,26718,26887,27054,27220,27386,27551
543: customers with PV,1674,3444,6177,9949,13965,16741,18268,19247,19923,20486,20957,21367,21748,22101,22429,22736,23024,23296,23557,23807,24048,24281,24505,24722,24933,25138,25337,25532,25724,25912,26097,26280,26461,26640,26818,26994
544: customers with PV,1674,8527,14389,17555,19008,19851,20485,21006,21446,21852,22225,22570,22890,23185,23462,23724,23973,24212,24440,24660,24873,25079,25278,25472,25660,25844,26025,26202,26376,26548,26718,26887,27054,27220,27386,27551
545: customers with PV,1674,2095,2748,3730,5026,6562,8222,9921,11590,13143,14526,15710,16657,17407,18029,18579,19061,19488,19865,20198,20495,20759,20998,21225,21441,21646,21840,22023,22197,22361,22514,22657,22791,22916,23035,23148
546: customers with PV,1674,3194,4939,6902,8870,10743,12485,14039,15391,16464,17297,17973,18563,19077,19531,19930,20278,20584,20853,21102,21337,21562,21775,21978,22169,22349,22518,22676,22826,22970,23107,23237,23360,23477,23588,23691
547: customers with PV,1674,2095,2748,3730,5026,6562,8222,9921,11590,13143,14526,15704,16631,17352,17940,18452,18897,19287,19629,19926,20184,20406,20597,20772,20934,21085,21222,21345,21455,21553,21638,21709,21769,21819,21861,21896
548: customers with PV,1674,3194,4939,6902,8870,10743,12485,14039,15391,16464,17297,17962,18526,19007,19423,19781,20091,20360,20592,20803,20998,21176,21339,21487,21623,21747,21856,21952,22036,22112,22177,22234,22282,22321,22353,22377
549: customers with PV,1674,3484,6308,10262,14370,17006,18477,19398,20051,20597,21053,21459,21836,22183,22489,22716,22878,22991,23068,23111,23130,23126,23098,23047,22974,22878,22760,22616,22451,22264,22052,21814,21550,21262,20955,20636
550: customers with PV,1674,8563,14482,17616,19051,19885,20519,21037,21478,21884,22257,22601,22918,23211,23461,23635,23749,23817,23852,23855,23836,23794,23730,23645,23539,23413,23265,23093,22902,22689,22452,22192,21906,21600,21278,20948
551: customers with PV,1674,3484,6308,10262,14370,17006,18477,19398,20051,20597,21036,21333,21533,21677,21764,21795,21776,21716,21614,21462,21256,21018,20757,20475,20164,19822,19452,19055,18638,18202,17746,17271,16782,16283,15776,15262
552: customers with PV,1674,8563,14482,17616,19051,19885,20519,21037,21478,21884,22231,22452,22580,22656,22681,22655,22583,22473,22322,22121,21867,21584,21282,20960,20609,20231,19825,19396,18948,18484,18001,17501,16990,16472,15950,15424
553: customers with PV,1674,2095,2748,3730,5026,6562,8222,9921,11590,13143,14526,15710,16657,17407,18029,18579,19061,19488,19863,20193,20484,20742,20972,21188,21390,21578,21752,21912,22059,22193,22313,22418,22509,22587,22654,22710
554: customers with PV,1674,3194,4939,6902,8870,10743,12485,14039,15391,16464,17297,17973,18563,19077,19531,19930,20278,20586,20858,21109,21346,21571,21783,21982,22167,22336,22492,22633,22763,22884,22993,23089,23173,23246,23306,23353
555: customers with PV,1674,2095,2748,3730,5026,6562,8222,9921,11590,13143,14526,15704,16630,17347,17929,18431,18864,19239,19562,19835,20065,20254,20408,20541,20655,20752,20828,20883,20917,20929,20919,20886,20830,20755,20659,20542
556: customers with PV,1674,3194,4939,6902,8870,10743,12485,14039,15391,16464,17297,17962,18524,19001,19411,19759,20057,20313,20530,20723,20897,21050,21183,21296,21391,21467,21521,21553,21566,21562,21538,21492,21427,21340,21232,21102
557: customers with PV,1674,3484,6308,10262,14370,17006,18477,19398,20051,20597,21053,21459,21836,22183,22489,22716,22876,22987,23058,23091,23097,23076,23027,22949,22844,22711,22547,22350,22124,21865,21572,21241,20872,20469,20035,19577
558: customers with PV,1674,8563,14482,17616,19051,19885,20519,21037,21478,21884,22257,22601,22918,23211,23461,23635,23748,23814,23845,23840,23810,23754,23670,23560,23425,23263,23071,22848,22596,22314,21998,21645,21257,20839,20393,19927
559: customers with PV,1674,3484,6308,10262,14370,17006,18477,19398,20051,20597,21036,21331,21526,21662,21734,21744,21696,21601,21455,21248,20977,20662,20313,19930,19502,19028,18506,17938,17330,16681,15988,15252,14476,13663,12815,11932
560: customers with PV,1674,8563,14482,17616,19051,19885,20519,21037,21478,21884,22231,22451,22574,22643,22654,22609,22511,22369,22178,21925,21609,21254,20866,20445,19980,19470,18914,18315,17677,17000,16281,15520,14722,13893,13031,12138
561: customers with PV,1674,2100,2767,3790,5138,6738,8475,10229,11919,13476,14863,16019,16937,17664,18287,18840,19332,19774,20173,20535,20865,21170,21466,21754,22035,22308,22575,22835,23089,23336,23580,23823,24067,24310,24554,24797
562: customers with PV,1674,3199,4965,6952,8935,10825,12585,14156,15515,16585,17414,18095,18691,19211,19672,20082,20448,20776,21081,21378,21665,21944,22214,22476,22729,22975,23215,23453,23691,23927,24163,24399,24633,24867,25101,25333
563: customers with PV,1674,2100,2767,3790,5138,6738,8475,10229,11919,13476,14863,16019,16937,17662,18275,18811,19282,19699,20070,20401,20698,20968,21229,21482,21726,21963,22193,22416,22633,22845,23053,23262,23472,23685,23903,24124
564: customers with PV,1674,3199,4965,6952,8935,10825,12585,14156,15515,16585,17414,18095,18691,19206,19653,20042,20382,20682,20956,21218,21470,21712,21944,22167,22382,22590,22790,22989,23188,23386,23584,23783,23982,24183,24387,24594
565: customers with PV,1674,3505,6401,10506,14701,17256,18675,19540,20184,20722,21173,21585,21968,22320,22648,22953,23240,23513,23774,24024,24263,24493,24713,24926,25130,25328,25519,25705,25886,26062,26235,26404,26572,26742,26915,27090
566: customers with PV,1674,8587,14555,17667,19092,19923,20559,21080,21526,21938,22317,22666,22989,23288,23568,23834,24085,24323,24551,24768,24976,25176,25369,25555,25734,25909,26079,26245,26408,26571,26736,26903,27072,27243,27417,27592
567: customers with PV,1674,3505,6401,10506,14701,17256,18675,19540,20184,20722,21173,21585,21932,22202,22403,22545,22654,22740,22805,22851,22881,22898,22905,22904,22895,22880,22858,22832,22805,22775,22745,22715,22692,22681,22686,22709
568: customers with PV,1674,8587,14555,17667,19092,19923,20559,21080,21526,21938,22317,22665,22940,23143,23283,23374,23436,23477,23499,23505,23495,23476,23448,23414,23374,23330,23282,23231,23181,23133,23091,23054,23027,23013,23013,23031
569: customers with PV,1674,2100,2767,3790,5138,6738,8475,10229,11919,13476,14863,16019,16937,17664,18287,18840,19332,19774,20173,20536,20872,21186,21493,21794,22088,22375,22656,22930,23197,23458,23720,23983,24247,24511,24775,25039
570: customers with PV,1674,3199,4965,6952,8935,10825,12585,14156,15515,16585,17414,18095,18692,19218,19689,20110,20488,20826,21146,21457,21760,22055,22340,22615,22881,23141,23399,23656,23913,24169,24424,24678,24931,25182,25433,25681
571: customers with PV,1674,2100,2767,3790,5138,6738,8475,10229,11919,13476,14863,16019,16937,17662,18275,18811,19280,19696,20064,20393,20690,20964,21229,21487,21738,21981,22216,22444,22666,22883,23102,23322,23545,23772,24004,24241
572: customers with PV,1674,3199,4965,6952,8935,10825,12585,14156,15515,16585,17414,18095,18692,19212,19669,20069,20418,20726,21012,21285,21546,21797,22036,22265,22485,22696,22905,23113,23321,23529,23736,23943,24152,24362,24575,24793
573: customers with PV,1674,3505,6401,10506,14701,17256,18675,19540,20184,20722,21173,21585,21968,22320,22648,22953,23240,23513,23774,24025,24266,24498,24721,24935,25141,25340,25533,25720,25902,26079,26252,26422,26593,26766,26942,27120
574: customers with PV,1674,8587,14555,17667,19092,19923,20559,21080,21526,21938,22317,22667,22991,23291,23574,23841,24095,24336,24565,24784,24994,25196,25389,25576,25756,25931,26102,26268,26432,26598,26766,26936,27108,27283,27460,27638
575: customers with PV,1674,3505,6401,10506,14701,17256,18675,19540,20184,20722,21173,21585,21932,22202,22401,22540,22642,22721,22777,22813,22830,22834,22826,22808,22782,22747,22705,22658,22609,22558,22507,22456,22416,22392,22387,22406
576: customers with PV,1674,8587,14555,17667,19092,19923,20559,21080,21526,21938,22317,22665,22942,23146,23286,23376,23434,23470,23486,23481,23460,23426,23383,23332,23274,23210,23140,23068,22996,22930,22868,22813,22769,22741,22732,22744
577: customers with PV,1674,2095,2748,3733,5031,6573,8243,9951,11626,13183,14570,15753,16698,17446,18068,18611,19085,19500,19867,20192,20480,20734,20962,21177,21378,21566,21740,21899,22045,22176,22292,22398,22492,22578,22653,22720
578: customers with PV,1674,3194,4940,6906,8875,10751,12496,14054,15409,16482,17316,17993,18584,19100,19551,19941,20278,20572,20831,21074,21303,21519,21720,21908,22082,22242,22387,22518,22638,22748,22849,22942,23026,23099,23163,23216
579: customers with PV,1674,2095,2748,3733,5031,6573,8243,9951,11626,13183,14570,15743,16664,17381,17966,18473,18913,19294,19624,19906,20144,20347,20522,20679,20820,20943,21050,21141,21216,21277,21322,21351,21367,21374,21371,21358
580: customers with PV,1674,3194,4940,6906,8875,10751,12496,14054,15409,16482,17314,17976,18538,19017,19428,19781,20083,20341,20560,20756,20933,21096,21241,21368,21478,21571,21648,21708,21756,21794,21820,21835,21839,21832,21816,21789
581: customers with PV,1674,3484,6311,10282,14406,17038,18505,19419,20072,20617,21072,21480,21858,22197,22449,22612,22717,22787,22829,22834,22801,22739,22645,22521,22365,22176,21953,21693,21403,21094,20770,20426,20062,19680,19285,18877
582: customers with PV,1674,8564,14491,17623,19057,19891,20525,21044,21487,21894,22268,22613,22931,23206,23393,23498,23553,23577,23574,23534,23457,23351,23215,23050,22855,22628,22368,22072,21751,21415,21066,20697,20311,19913,19503,19085
583: customers with PV,1674,3484,6311,10282,14406,17038,18505,19419,20072,20617,21033,21301,21486,21609,21668,21661,21593,21477,21306,21084,20826,20531,20201,19841,19453,19039,18601,18142,17670,17185,16687,16180,15668,15154,14641,14130
584: customers with PV,1674,8564,14491,17623,19057,19891,20525,21044,21487,21894,22213,22401,22513,22564,22556,22486,22360,22186,21957,21683,21374,21027,20648,20243,19812,19359,18883,18391,17887,17374,16851,16321,15790,15262,14738,14220
585: customers with PV,1674,2095,2748,3733,5031,6573,8243,9951,11626,13183,14570,15753,16698,17446,18068,18611,19084,19497,19859,20176,20454,20694,20906,21100,21278,21437,21578,21701,21805,21888,21951,21995,22022,22032,22022,21993
586: customers with PV,1674,3194,4940,6906,8875,10751,12496,14054,15409,16482,17316,17993,18584,19100,19551,19941,20281,20577,20838,21083,21311,21522,21715,21891,22048,22186,22302,22400,22482,22548,22598,22632,22647,22642,22616,22570
587: customers with PV,1674,2095,2748,3733,5031,6573,8243,9951,11626,13183,14570,15743,16662,17374,17951,18446,18870,19232,19537,19789,19992,20153,20280,20383,20461,20513,20539,20539,20514,20461,20379,20266,20126,19960,19767,19545
588: customers with PV,1674,3194,4940,6906,8875,10751,12496,14054,15409,16482,17314,17975,18534,19008,19411,19753,20042,20285,20487,20661,20812,20942,21047,21127,21181,21207,21204,21177,21126,21052,20952,20824,20667,20483,20269,20025
589: customers with PV,1674,3484,6311,10282,14406,17038,18505,19419,20072,20617,21072,21480,21858,22197,22448,22610,22710,22771,22801,22788,22732,22640,22510,22342,22135,21885,21592,21253,20873,20462,20022,19554,19054,18524,17968,17388
590: customers with PV,1674,8564,14491,17623,19057,19891,20525,21044,21487,21894,22268,22613,22931,23206,23393,23497,23548,23565,23552,23496,23398,23264,23094,22886,22640,22354,22024,21649,21238,20799,20335,19843,19322,18776,18207,17616
591: customers with PV,1674,3484,6311,10282,14406,17038,18505,19419,20072,20617,21033,21299,21477,21587,21627,21592,21489,21329,21105,20816,20480,20092,19657,19177,18653,18086,17478,16830,16152,15444,14705,13938,13149,12344,11524,10694
592: customers with PV,1674,8564,14491,17623,19057,19891,20525,21044,21487,21894,22213,22399,22504,22544,22519,22425,22266,22051,21771,21434,21048,20611,20128,19602,19035,18428,17781,17098,16387,15649,14883,14091,13283,12461,11630,10790
593: customers with PV,1674,2101,2767,3788,5133,6728,8460,10210,11897,13453,14838,15994,16913,17639,18260,18810,19300,19740,20137,20496,20824,21124,21413,21695,21969,22235,22495,22749,22996,23238,23473,23705,23935,24164,24393,24621
594: customers with PV,1674,3199,4965,6952,8934,10824,12583,14153,15510,16580,17407,18087,18681,19199,19657,20065,20429,20756,21058,21350,21634,21909,22175,22433,22683,22925,23160,23391,23620,23848,24074,24300,24524,24747,24969,25190
595: customers with PV,1674,2101,2767,3788,5133,6728,8460,10210,11897,13453,14838,15994,16913,17639,18255,18794,19269,19693,20072,20411,20716,20994,21262,21524,21781,22032,22278,22520,22760,22997,23231,23462,23692,23922,24150,24378
596: customers with PV,1674,3199,4965,6952,8934,10824,12583,14153,15510,16580,17407,18087,18681,19197,19647,20040,20386,20693,20974,21242,21500,21750,21992,22228,22458,22682,22902,23119,23338,23560,23784,24009,24233,24456,24678,24898
597: customers with PV,1674,3506,6400,10507,14701,17256,18673,19538,20181,20719,21169,21580,21960,22311,22637,22941,23226,23497,23755,24002,24240,24467,24686,24897,25101,25298,25489,25676,25858,26036,26210,26382,26551,26718,26883,27048
598: customers with PV,1674,8588,14560,17669,19094,19925,20560,21080,21526,21937,22315,22664,22986,23283,23562,23826,24076,24313,24539,24756,24963,25163,25355,25541,25721,25896,26068,26235,26400,26562,26722,26882,27044,27208,27373,27539
